uby	nband	Exp_Year	cap_date	mass	bhead	fwing	fate	fate_num
1_428_2021	272108182	2021	19-Jun-21	11	23.1	38	Died	0
1_305_2021	272108183	2021	20-Jun-21	13.1	23.4	36.5	Died	0
1_305_2021	272108184	2021	20-Jun-21	14	24.7	39	Died	0
1_305_2021	272108185	2021	20-Jun-21	17.1	25.6	42.5	Died	0
1_305_2021	272108186	2021	20-Jun-21	16.8	25.2	43	Died	0
1_305_2021	272108187	2021	20-Jun-21	9.1	23.7	33	Died	0
1_315_2021	272108188	2021	20-Jun-21	16.8	24.7	37	Fledged	1
1_315_2021	272108189	2021	20-Jun-21	19.6	25.7	52	Fledged	1
1_315_2021	272108190	2021	20-Jun-21	22.6	25.7	56	Fledged	1
1_315_2021	272108191	2021	20-Jun-21	22.1	27.1	58	Fledged	1
1_315_2021	272108192	2021	20-Jun-21	17.7	24.8	47	Fledged	1
1_315_2021	272108193	2021	20-Jun-21	11.2	23.4	30.5	Fledged	1
